,sku,reference_interne_magasin,name,status,on_selection,unite_prix,prix_public,short_description,poids_portion,nbre_portion,price,prix_kilo_site,tax_class_id,marge_arriere,cost,image,small_image,thumbnail,_product_websites,commercant,,,produit_de_saison,,categories,Maturité (choisir une option):drop_down:1,,saisonnalite,origine,lien_producteur,origine,labels_produits,produit_biologique,description,suggestion_utilisation,conseil_commercant,poids_par_pers,weight,notes_com,meta_title,meta_description,us_skus,re_skus,cs_skus
,MPB17-FSE-1031,,Jus de Pomme Cox's Alain Millat,0,,pièce,,1 bouteille de 1 litre,1.000,1,0.00 €, €/pièce,5,0.20,0.00 €,,,,petitcommis_batignolles,Pascal Bassard Primeur,Fruits secs & Epicerie,,Non,Mon Primeur/Pascal Bassard Primeur/Fruits secs & Epicerie,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Fruits secs & Epicerie,,,,Alain Millat,http://www.alain-milliat.com/fr/,,,Non,,,,,1.000,,Jus de Pomme Cox's Alain Millat - Au Pas De Courses,Jus de Pomme Cox's Alain Millat - Pascal Bassard Primeur - 1 bouteille de 1 litre - ,,,
,MPB17-FSE-1032,,Jus de Grenade Alain Millat,0,,pièce,,1 bouteille de 1 litre,1.000,1,0.00 €, €/pièce,5,0.20,0.00 €,,,,petitcommis_batignolles,Pascal Bassard Primeur,Fruits secs & Epicerie,,Non,Mon Primeur/Pascal Bassard Primeur/Fruits secs & Epicerie,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Fruits secs & Epicerie,,,,Alain Millat,http://www.alain-milliat.com/fr/,,,Non,,,,,1.000,,Jus de Grenade Alain Millat - Au Pas De Courses,Jus de Grenade Alain Millat - Pascal Bassard Primeur - 1 bouteille de 1 litre - ,,,
,MPB17-FSE-1033,,Jue de Poire Automne Alain Millat,0,,pièce,,1 bouteille de 1 litre,1.000,1,0.00 €, €/pièce,5,0.20,0.00 €,,,,petitcommis_batignolles,Pascal Bassard Primeur,Fruits secs & Epicerie,,Non,Mon Primeur/Pascal Bassard Primeur/Fruits secs & Epicerie,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Fruits secs & Epicerie,,,,Alain Millat,http://www.alain-milliat.com/fr/,,,Non,,,,,1.000,,Jue de Poire Automne Alain Millat - Au Pas De Courses,Jue de Poire Automne Alain Millat - Pascal Bassard Primeur - 1 bouteille de 1 litre - ,,,
,MPB17-FSE-1034,,Jus de Pomme Reinette Alain Millat,0,,pièce,,1 bouteille de 1 litre,1.000,1,0.00 €, €/pièce,5,0.20,0.00 €,,,,petitcommis_batignolles,Pascal Bassard Primeur,Fruits secs & Epicerie,,Non,Mon Primeur/Pascal Bassard Primeur/Fruits secs & Epicerie,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Fruits secs & Epicerie,,,,Alain Millat,http://www.alain-milliat.com/fr/,,,Non,,,,,1.000,,Jus de Pomme Reinette Alain Millat - Au Pas De Courses,Jus de Pomme Reinette Alain Millat - Pascal Bassard Primeur - 1 bouteille de 1 litre - ,,,
,MPB17-FSE-1035,,Jus de Carotte Alain Millat,0,,pièce,,1 bouteille de 1 litre,1.000,1,0.00 €, €/pièce,5,0.20,0.00 €,,,,petitcommis_batignolles,Pascal Bassard Primeur,Fruits secs & Epicerie,,Non,Mon Primeur/Pascal Bassard Primeur/Fruits secs & Epicerie,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Fruits secs & Epicerie,,,,Alain Millat,http://www.alain-milliat.com/fr/,,,Non,,,,,1.000,,Jus de Carotte Alain Millat - Au Pas De Courses,Jus de Carotte Alain Millat - Pascal Bassard Primeur - 1 bouteille de 1 litre - ,,,
,MPB17-FSE-1036,,Nectar de Framboise Mecker Alain Millat,0,,pièce,,1 bouteille de 500ml,0.500,1,0.00 €, €/pièce,5,0.20,0.00 €,,,,petitcommis_batignolles,Pascal Bassard Primeur,Fruits secs & Epicerie,,Non,Mon Primeur/Pascal Bassard Primeur/Fruits secs & Epicerie,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Fruits secs & Epicerie,,,,Alain Millat,http://www.alain-milliat.com/fr/,,,Non,,,,,0.500,,Nectar de Framboise Mecker Alain Millat - Au Pas De Courses,Nectar de Framboise Mecker Alain Millat - Pascal Bassard Primeur - 1 bouteille de 500ml - ,,,
,MPB17-FSE-1037,,Nectar de Litchi Alain Millat,0,,pièce,,1 bouteille de 500ml,0.500,1,0.00 €, €/pièce,5,0.20,0.00 €,,,,petitcommis_batignolles,Pascal Bassard Primeur,Fruits secs & Epicerie,,Non,Mon Primeur/Pascal Bassard Primeur/Fruits secs & Epicerie,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Fruits secs & Epicerie,,,,Alain Millat,http://www.alain-milliat.com/fr/,,,Non,,,,,0.500,,Nectar de Litchi Alain Millat - Au Pas De Courses,Nectar de Litchi Alain Millat - Pascal Bassard Primeur - 1 bouteille de 500ml - ,,,
,MPB17-FSE-1038,,Nectar d'Abricot Alain Millat,0,,pièce,,1 bouteille de 500ml,0.500,1,0.00 €, €/pièce,5,0.20,0.00 €,,,,petitcommis_batignolles,Pascal Bassard Primeur,Fruits secs & Epicerie,,Non,Mon Primeur/Pascal Bassard Primeur/Fruits secs & Epicerie,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Fruits secs & Epicerie,,,,Alain Millat,http://www.alain-milliat.com/fr/,,,Non,,,,,0.500,,Nectar d'Abricot Alain Millat - Au Pas De Courses,Nectar d'Abricot Alain Millat - Pascal Bassard Primeur - 1 bouteille de 500ml - ,,,
,MPB17-FSE-1039,,Nectar de Fraise Alain Millat,0,,pièce,,1 bouteille de 500ml,0.500,1,0.00 €, €/pièce,5,0.20,0.00 €,,,,petitcommis_batignolles,Pascal Bassard Primeur,Fruits secs & Epicerie,,Non,Mon Primeur/Pascal Bassard Primeur/Fruits secs & Epicerie,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Fruits secs & Epicerie,,,,Alain Millat,http://www.alain-milliat.com/fr/,,,Non,,,,,0.500,,Nectar de Fraise Alain Millat - Au Pas De Courses,Nectar de Fraise Alain Millat - Pascal Bassard Primeur - 1 bouteille de 500ml - ,,,
,MPB17-FSE-1040,,Nectar de Myrtille Alain Millat,0,,pièce,,1 bouteille de 500ml,0.500,1,0.00 €, €/pièce,5,0.20,0.00 €,,,,petitcommis_batignolles,Pascal Bassard Primeur,Fruits secs & Epicerie,,Non,Mon Primeur/Pascal Bassard Primeur/Fruits secs & Epicerie,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Fruits secs & Epicerie,,,,Alain Millat,http://www.alain-milliat.com/fr/,,,Non,,,,,0.500,,Nectar de Myrtille Alain Millat - Au Pas De Courses,Nectar de Myrtille Alain Millat - Pascal Bassard Primeur - 1 bouteille de 500ml - ,,,
,MPB17-FSE-1041,,Nectar de Banane Alain Millat,0,,pièce,,1 bouteille de 500ml,0.500,1,0.00 €, €/pièce,5,0.20,0.00 €,,,,petitcommis_batignolles,Pascal Bassard Primeur,Fruits secs & Epicerie,,Non,Mon Primeur/Pascal Bassard Primeur/Fruits secs & Epicerie,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Fruits secs & Epicerie,,,,Alain Millat,http://www.alain-milliat.com/fr/,,,Non,,,,,0.500,,Nectar de Banane Alain Millat - Au Pas De Courses,Nectar de Banane Alain Millat - Pascal Bassard Primeur - 1 bouteille de 500ml - ,,,
,MPB17-FSE-1042,,Nectar de Pêche Alain Millat,0,,pièce,,1 bouteille de 500ml,0.500,1,0.00 €, €/pièce,5,0.20,0.00 €,,,,petitcommis_batignolles,Pascal Bassard Primeur,Fruits secs & Epicerie,,Non,Mon Primeur/Pascal Bassard Primeur/Fruits secs & Epicerie,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Fruits secs & Epicerie,,,,Alain Millat,http://www.alain-milliat.com/fr/,,,Non,,,,,0.500,,Nectar de Pêche Alain Millat - Au Pas De Courses,Nectar de Pêche Alain Millat - Pascal Bassard Primeur - 1 bouteille de 500ml - ,,,
,MPB17-FSE-1043,,Nectar de fruits de la passion Alain Millat,0,,pièce,,1 bouteille de 500ml,0.500,1,0.00 €, €/pièce,5,0.20,0.00 €,,,,petitcommis_batignolles,Pascal Bassard Primeur,Fruits secs & Epicerie,,Non,Mon Primeur/Pascal Bassard Primeur/Fruits secs & Epicerie,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Fruits secs & Epicerie,,,,Alain Millat,http://www.alain-milliat.com/fr/,,,Non,,,,,0.500,,Nectar de fruits de la passion Alain Millat - Au Pas De Courses,Nectar de fruits de la passion Alain Millat - Pascal Bassard Primeur - 1 bouteille de 500ml - ,,,
,MPB17-FSE-1044,,Nectar de Pêche Jaune Alain Millat,0,,pièce,,1 bouteille de 500ml,0.500,1,0.00 €, €/pièce,5,0.20,0.00 €,,,,petitcommis_batignolles,Pascal Bassard Primeur,Fruits secs & Epicerie,,Non,Mon Primeur/Pascal Bassard Primeur/Fruits secs & Epicerie,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Fruits secs & Epicerie,,,,Alain Millat,http://www.alain-milliat.com/fr/,,,Non,,,,,0.500,,Nectar de Pêche Jaune Alain Millat - Au Pas De Courses,Nectar de Pêche Jaune Alain Millat - Pascal Bassard Primeur - 1 bouteille de 500ml - ,,,
,MPB17-FSE-1045,,Jus de Tomate Noire de Crimée,0,,pièce,,1 bouteille de 500ml,0.500,1,0.00 €, €/pièce,5,0.20,0.00 €,,,,petitcommis_batignolles,Pascal Bassard Primeur,Fruits secs & Epicerie,,Non,Mon Primeur/Pascal Bassard Primeur/Fruits secs & Epicerie,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Fruits secs & Epicerie,,,,Alain Millat,http://www.alain-milliat.com/fr/,,,Non,,,,,0.500,,Jus de Tomate Noire de Crimée - Au Pas De Courses,Jus de Tomate Noire de Crimée - Pascal Bassard Primeur - 1 bouteille de 500ml - ,,,
,MPB17-FSE-1046,,Jus de tomate jaune,0,,pièce,,1 bouteille de 500ml,0.500,1,0.00 €, €/pièce,5,0.20,0.00 €,,,,petitcommis_batignolles,Pascal Bassard Primeur,Fruits secs & Epicerie,,Non,Mon Primeur/Pascal Bassard Primeur/Fruits secs & Epicerie,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Fruits secs & Epicerie,,,,Alain Millat,http://www.alain-milliat.com/fr/,,,Non,,,,,0.500,,Jus de tomate jaune - Au Pas De Courses,Jus de tomate jaune - Pascal Bassard Primeur - 1 bouteille de 500ml - ,,,
,MPB17-FSE-1047,,Jus de tomate verte,0,,pièce,,1 bouteille de 500ml,0.500,1,0.00 €, €/pièce,5,0.20,0.00 €,,,,petitcommis_batignolles,Pascal Bassard Primeur,Fruits secs & Epicerie,,Non,Mon Primeur/Pascal Bassard Primeur/Fruits secs & Epicerie,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Fruits secs & Epicerie,,,,Alain Millat,http://www.alain-milliat.com/fr/,,,Non,,,,,0.500,,Jus de tomate verte - Au Pas De Courses,Jus de tomate verte - Pascal Bassard Primeur - 1 bouteille de 500ml - ,,,
x,MPB17-PEP-1125,158,Pomme Pink Lady,Activé,,kg,3.95 €,"Les 500g, environ 2 pièces
",0.500,1,1.98 €,3.95 €/kg,5,0.20,1.50 €,PBP17-pinklady.jpg,PBP17-pinklady.jpg,PBP17-pinklady.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les fruits,Pommes & Poires,Non,Mon Primeur/Pascal Bassard Primeur/Tous les fruits,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les fruits/Pommes & Poires,,1234OND,,,,France,,Non,,,,,0.500,,Pomme Pink Lady - Au Pas De Courses,"Pomme Pink Lady - Pascal Bassard Primeur - Les 500g, environ 2 pièces
 - ",,re::^MPB17-PEP,
x,MPB17-FEX-1067,172,Fruit de la passion,Activé,,kg,17.95 €,Les 400g,0.400,1,7.18 €,17.95 €/kg,5,0.20,5.44 €,fruitpassion.jpg,fruitpassion.jpg,fruitpassion.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les fruits,Fruits exotiques,Non,Mon Primeur/Pascal Bassard Primeur/Tous les fruits,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les fruits/Fruits exotiques,,,,,,Vietnam,,Non,"Si le fruit de la passion possède un nom original, il est surtout connu pour sa saveur exceptionnelle. Faites entrer l'exotisme dans la cuisine et offrez de nouvelles sensations à votre palais en accommodant ce fruit dans vos préparations salées, sucrées et vos cocktails ! Il possède également de réelles qualités nutritionnelles.",,,,0.400,,Fruit de la passion - Au Pas De Courses,"Fruit de la passion - Pascal Bassard Primeur - Les 400g - Si le fruit de la passion possède un nom original, il est surtout connu pour sa saveur exceptionnelle.",,re::^MPB17-FEX,
x,MPB17-AUL-1128,177,Artichaut Violet Poivrade en botte,Activé,,pièce,3.95 €,La botte,1.000,1,3.95 €,3.95 €/pièce,5,0.20,3.00 €,poivrade.jpg,poivrade.jpg,poivrade.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les légumes,Autres Légumes,Oui,Mon Primeur/Pascal Bassard Primeur/Tous les légumes,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les légumes/Autres Légumes;;Mon Primeur/Pascal Bassard Primeur/Produits de saison,,6789,,,,France,,Non,,,,,1.000,,Artichaut Violet Poivrade en botte - Au Pas De Courses,Artichaut Violet Poivrade en botte - Pascal Bassard Primeur - La botte - ,,,
x,MPB17-AUL-1134,178,Asperge verte,Activé,,pièce,5.95 €,La botte de 450g,0.450,1,5.95 €,5.95 €/pièce,5,0.20,4.51 €,aspergeverte.jpg,aspergeverte.jpg,aspergeverte.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les légumes,Autres Légumes,Non,Mon Primeur/Pascal Bassard Primeur/Tous les légumes,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les légumes/Autres Légumes,,56,,,,Espagne,,Non,,,,,0.450,,Asperge verte - Au Pas De Courses,Asperge verte - Pascal Bassard Primeur - La botte de 450g - ,MPB17-AUL-1140,,
x,MPB17-AUF-1104,180,Nectarine Blanche de Corse,Activé,1,kg,5.95 €,Le kilo,1,1,5.95 €,5.95 €/kg,5,0.20,4.51 €,PBP17-nectarineblanche.jpg,PBP17-nectarineblanche.jpg,PBP17-nectarineblanche.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les fruits,Autres fruits,Oui,Mon Primeur/Pascal Bassard Primeur/Tous les fruits,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les fruits/Autres fruits;;Mon Primeur/Pascal Bassard Primeur/Produits de saison,,6789,,,,France,,Non,,,,,1.000,,Nectarine Blanche de Corse - Au Pas De Courses,Nectarine Blanche de Corse - Pascal Bassard Primeur - Le kilo - ,,,
x,MPB17-AUF-1109,180,Nectarine Jaune de Corse,Activé,1,kg,5.95 €,Le kilo,1,1,5.95 €,5.95 €/kg,5,0.20,4.51 €,PBP17-nectarinejaune.jpg,PBP17-nectarinejaune.jpg,PBP17-nectarinejaune.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les fruits,Autres fruits,Oui,Mon Primeur/Pascal Bassard Primeur/Tous les fruits,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les fruits/Autres fruits;;Mon Primeur/Pascal Bassard Primeur/Produits de saison,,6789,,,,France,,Non,,,,,1.000,,Nectarine Jaune de Corse - Au Pas De Courses,Nectarine Jaune de Corse - Pascal Bassard Primeur - Le kilo - ,,,
,MPB17-LRA-1139,201,Radis noir,Activé,,pièce,1.95 €,L'unité,,1,1.95 €,1.95 €/pièce,5,0.20,1.48 €,radisnoir.jpg,radisnoir.jpg,radisnoir.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les légumes,Légumes Racines,Oui,Mon Primeur/Pascal Bassard Primeur/Tous les légumes,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les légumes/Légumes Racines;;Mon Primeur/Pascal Bassard Primeur/Produits de saison,,9OND,,,,France,,Non,Le radis noir ou radis d’hiver est un légume racine absolument délicieux au goût légèrement piquant.,,,,0.000,,Radis noir - Au Pas De Courses,Radis noir - Pascal Bassard Primeur - L'unité - Le radis noir ou radis d’hiver est un légume racine absolument délicieux au goût légèrement piquant.,,,
,MPB17-FSE-1124,208,Pignons de pin,Activé,,piece,5.95 €,1 barquette de 100g environ,0.100,1,5.95 €,5.95 €/piece,5,0.20,4.51 €,PBP17-Pignonspins.jpg,PBP17-Pignonspins.jpg,PBP17-Pignonspins.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Fruits secs & Epicerie,,Non,Mon Primeur/Pascal Bassard Primeur/Fruits secs & Epicerie,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Fruits secs & Epicerie,,,,,,,,Non,,,,,0.100,,Pignons de pin - Au Pas De Courses,Pignons de pin - Pascal Bassard Primeur - 1 barquette de 100g environ - ,,,
x,MPB17-FRO-1076,215,Groseille,Activé,1,barquette,3.95 €,La barquette de 150g,0.150,1,3.95 €,3.95 €/barquette,5,0.20,3.00 €,groseille.jpg,groseille.jpg,groseille.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les fruits,Fruits rouges,Oui,Mon Primeur/Pascal Bassard Primeur/Tous les fruits,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les fruits/Fruits rouges;;Mon Primeur/Pascal Bassard Primeur/Produits de saison,,6789,,,,France,,Non,"Baie rafraîchissante gorgée de jus, la groseille vous taquine les papilles. Prenez une grappe bien rouge, croquez-en les grains et laissez leur saveur acidulée exploser en bouche ! Idéal pour les apéritifs et les desserts estivaux, ce fruit ajoute aussi sa note vitaminée à vos petits plats. Alors prenez prétexte des excellents apports nutritionnels de la groseille pour vous faire plaisir !",,,,0.150,,Groseille - Au Pas De Courses,"Groseille - Pascal Bassard Primeur - La barquette de 150g - Baie rafraîchissante gorgée de jus, la groseille vous taquine les papilles. Prenez une grappe bien r",,,
x,MPB17-LRA-1101,219,Mini carotte,Activé,,piece,2.95 €,La botte,,1,2.95 €,2.95 €/piece,5,0.20,2.24 €,minicarotte.jpg,minicarotte.jpg,minicarotte.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les légumes,Légumes Racines,Oui,Mon Primeur/Pascal Bassard Primeur/Tous les légumes,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les légumes/Légumes Racines;;Mon Primeur/Pascal Bassard Primeur/Produits de saison,,123456789OND,,,,France,,Non,,,,,0.000,,Mini carotte - Au Pas De Courses,Mini carotte - Pascal Bassard Primeur - La botte - ,,,
,MPB17-AUL-1013,220,Avocats x3 (petits),Activé,,lot,2.95 €,Le lot de 3,,1,2.95 €,2.95 €/lot,5,0.20,2.24 €,PBP17-Lot3avocats.jpg,PBP17-Lot3avocats.jpg,PBP17-Lot3avocats.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les légumes,Autres Légumes,Oui,Mon Primeur/Pascal Bassard Primeur/Tous les légumes,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les légumes/Autres Légumes;;Mon Primeur/Pascal Bassard Primeur/Produits de saison,Prêt à consommer|A laisser mûrir,123456789OND,,,,,,Non,,,,,0.000,,Avocats x3 (petits) - Au Pas De Courses,Avocats x3 (petits) - Pascal Bassard Primeur - Le lot de 3 - ,,,
x,MPB17-SAL-1059,224,Endive,Activé,,kg,2.95 €,"Les 500g, 2 ou 3 endives",0.500,1,1.48 €,2.95 €/kg,5,0.20,1.12 €,endive.jpg,endive.jpg,endive.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les légumes,Autres Légumes,Oui,Mon Primeur/Pascal Bassard Primeur/Tous les légumes,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les légumes/Autres Légumes;;Mon Primeur/Pascal Bassard Primeur/Produits de saison,,123456789OND,,,,France,,Non,"Pas besoin d’être chti pour aimer le chicon ! Croquant cru et fondant cuit, ce délicieux légume issu de l’amélioration d’une chicorée sauvage est typique du nord de la France. Sa culture nécessite un savoir-faire pointu, grâce auquel l’endive (ainsi qu’on l’appelle partout ailleurs) vous apporte ses bienfaits nutritionnels. L’endive a été découverte par hasard au XIXe siècle. Issue de racines de chicorée sauvage améliorée, on ne la trouve pas à l’état naturel. Elle pousse sur des racines repiquées dans l’humidité, l’obscurité et la chaleur, c’est la technique du « forçage».",,,,0.500,,Endive - Au Pas De Courses,"Endive - Pascal Bassard Primeur - Les 500g, 2 ou 3 endives - Pas besoin d’être chti pour aimer le chicon ! Croquant cru et fondant cuit, ce délicieux légume iss",MPB17-SAL-1060,re::^MPB17-SAL,
x,MPB17-FRO-1073,229,Fraise Mara des Bois,Activé,,pièce,3.95 €,La barquette de 250g,0.250,1,3.95 €,3.95 €/pièce,5,0.20,3.00 €,fraise.jpg,fraise.jpg,fraise.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les fruits,"Fruits Rouges
",Non,Mon Primeur/Pascal Bassard Primeur/Tous les fruits,"Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les fruits/Fruits Rouges
",,5678,,,,France,,Non,,,,,0.250,,Fraise Mara des Bois - Au Pas De Courses,Fraise Mara des Bois - Pascal Bassard Primeur - La barquette de 250g - ,"MPB17-FRO-1070,MPB17-FRO-1071,MPB17-FRO-1064",re::^MPB17-FRO,
,MPB17-AUL-1046,230,La botte de radis colorés,Activé,,pièce,3.95 €,La botte,0.500,1,3.95 €,3.95 €/pièce,5,0.20,3.00 €,PBP17-radiscolore.jpg,PBP17-radiscolore.jpg,PBP17-radiscolore.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les légumes,Autres Légumes,Non,Mon Primeur/Pascal Bassard Primeur/Tous les légumes,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les légumes/Autres Légumes,,4567,Stock limité,,,France,,Non,,,,,0.500,,La botte de radis colorés - Au Pas De Courses,La botte de radis colorés - Pascal Bassard Primeur - La botte - ,,,
x,MPB17-FRO-1106,237,Mûre,Activé,1,barquette,4.95 €,La barquette de 125g,0.125,1,4.95 €,4.95 €/barquette,5,0.20,3.75 €,mure.jpg,mure.jpg,mure.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les fruits,Fruits rouges,Oui,Mon Primeur/Pascal Bassard Primeur/Tous les fruits,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les fruits/Fruits rouges;;Mon Primeur/Pascal Bassard Primeur/Produits de saison,,789O,,,,Hollande,,Non,"Petite baie juteuse de couleur violet foncé au goût acidulé et sucré, la mûre évoque le grignotage au bord des haies sauvages. Fruit gourmand par excellence, la mûre est également cultivée. Plus douce et plus sucrée, la mûre de culture offre, elle aussi, tout un panel de saveurs. Le petit fruit à la belle robe sombre est une habituée de la cuisine. Elle est aussi une alliée incontournable de votre bien-être.",,,,0.125,,Mûre - Au Pas De Courses,"Mûre - Pascal Bassard Primeur - La barquette de 125g - Petite baie juteuse de couleur violet foncé au goût acidulé et sucré, la mûre évoque le grignotage au bor",,,
x,MPB17-AUL-1135,240,Potimarron,Activé,,kg,3.95 €,"La pièce, environ 1kg",1.000,1,3.95 €,3.95 €/kg,5,0.20,3.00 €,potimarron.jpg,potimarron.jpg,potimarron.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les légumes,Autres Légumes,Oui,Mon Primeur/Pascal Bassard Primeur/Tous les légumes,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les légumes/Autres Légumes;;Mon Primeur/Pascal Bassard Primeur/Produits de saison,,789O,,,,France,,Non,"Les potimarrons sont un groupe de cultivars du potiron, d'origine d'Amérique du Sud. Il aurait été introduit au Japon par des navigateurs portugais, d'où il aurait gagné l'Europe très tardivement (une famille japonaise aurait apporté ce légume en France en 1957). Le potimarron était d'ailleurs appelé autrefois ""potiron doux d'Hokkaido"".",,,,1.000,,Potimarron - Au Pas De Courses,"Potimarron - Pascal Bassard Primeur - La pièce, environ 1kg - Les potimarrons sont un groupe de cultivars du potiron, d'origine d'Amérique du Sud. Il aurait été",,,
x,MPB17-AGR-1118,242,Orange de table llussar,Activé,,kg,3.95 €,Le kilo,1.000,1,3.95 €,3.95 €/kg,5,0.20,3.00 €,orangetable.jpg,orangetable.jpg,orangetable.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les fruits,Agrumes,Non,Mon Primeur/Pascal Bassard Primeur/Tous les fruits,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les fruits/Agrumes,,12ND,,,,Espagne,,Non,"La légende dit que l’orange est née en Chine dans le jardin des Hespérides. Ce fruit, rond comme un soleil dont il a aussi la couleur, a voyagé d’un continent à l’autre avant d’être cultivé dès le Xème siècle par les arabes en Méditerranée. D’abord réservé à l’élite européenne, il faut attendre le développement des transports modernes, après la guerre, pour que sa consommation se démocratise et que l’orange devienne aujourd’hui un des fruits les plus consommés en France.","Agrume à la peau orange tâchetée et parfois nappée de rouge. Sa chair est très sucrée et selon la variété, plus ou moins acidulée et juteuse.Pour vos jus, il faudra choisir des variétés juteuses comme la Salutsiana, la Moro ou les oranges du Maroc par exemple.Pour la croque, les variétés de la famille des Navel ou les Taroccos présentent plus de chair ce qui permet de les peler et de séparer les quartiers rafraîchissants facilement. D’autres variétés comme la Maltaise peuvent être consommées en jus et à la croque.", Plusieurs jours à température ambiante. Elle se conserve 10 à 15 jours dans le bac du réfrigérateur ou dans un endroit frais et aéré. Il faut penser à la sortir à l’avance du réfrigérateur pour qu’elle vous offre toutes ses saveurs !,,1.000,,Orange de table llussar - Au Pas De Courses,"Orange de table llussar - Pascal Bassard Primeur - Le kilo - La légende dit que l’orange est née en Chine dans le jardin des Hespérides. Ce fruit, rond comme un",,,
