,sku,reference_interne_magasin,name,status,on_selection,unite_prix,prix_public,short_description,poids_portion,nbre_portion,price,prix_kilo_site,tax_class_id,marge_arriere,cost,image,small_image,thumbnail,_product_websites,commercant,,,categories,saisonnalite,producteur,lien_producteur,origine,labels_produits,produit_biologique,description,suggestion_utilisation,conseil_commercant,poids_par_pers,weight,notes_com,us_skus,re_skus,cs_skus,magmi_delete,
,FDB17-VAC-1174,75,Crayeux de Roncq,0,,piece,6.10 €,,,,0.00 €,6.1 €/piece,5,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Vache,,Mon Fromager/Les Fromages des Batignolles/Vache;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,oui,,,,
,FDB17-VAC-1176,65,Crème de Munster,0,,piece,7.50 €,1 pot,,1,7.50 €,7.5 €/piece,5,0.20,5.69 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Vache,,Mon Fromager/Les Fromages des Batignolles/Vache;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,Est de la France,,Non,,,,,0.000,vont avoir,,,,
x,FDB17-VAC-1129,28,Petite Burrata,Activé,,piece,6.50 €,1 paquet de 250g,0.250,1,6.50 €,6.5 €/piece,5,0.20,4.93 €,murgella.jpg,murgella.jpg,murgella.jpg,petitcommis_batignolles,Les Fromages des Batignolles,Vache,,Mon Fromager/Les Fromages des Batignolles/Vache;;Mon Fromager/Les Fromages des Batignolles/Tous,,Toute l'année,Murgella,http://caseificio.murgella.it/?lang=en,Italie,,Non,,,,,0.250,Produit n'est plus disponible,"FDB17-VAC-1003,FDB17-VAC-1016,FDB17-VAC-1402,FDB17-VAC-1234","re::^FDB17-PAT,re::^FDB17-PAB,FDB17-PAG,re::^FDB17-VAC",,
x,FDB17-VAC-1173,22,"Demi Coulommiers fermier, au lait cru de vache",Activé,,piece,6.10 €,1 demi fromage de 250g environ,0.250,1,6.10 €,6.1 €/piece,5,0.20,4.63 €,FRB17_Coulommiers.jpg,FRB17_Coulommiers.jpg,FRB17_Coulommiers.jpg,petitcommis_batignolles,Les Fromages des Batignolles,Vache,,Mon Fromager/Les Fromages des Batignolles/Vache;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,France Seine et Marne,,Non,20% de matière grasse,,,,0.250,Produit n'est plus disponible,"FDB17-VAC-1003,FDB17-VAC-1016,FDB17-VAC-1402,FDB17-VAC-1234","re::^FDB17-PAT,re::^FDB17-PAB,FDB17-PAG,re::^FDB17-VAC",,
x,FDB17-VAC-1283,24,Mozzarrella di Bufala Campana 250g,Activé,,piece,5.50 €,1 pot de 250g,0.250,1,5.50 €,5.5 €/piece,5,0.20,4.17 €,mozza.jpg,mozza.jpg,mozza.jpg,petitcommis_batignolles,Les Fromages des Batignolles,Vache,,Mon Fromager/Les Fromages des Batignolles/Vache;;Mon Fromager/Les Fromages des Batignolles/Tous,,,Fattoria Dell'Alento,,Italie,,Non,,,,,0.250,,"FDB17-VAC-1003,FDB17-VAC-1016,FDB17-VAC-1402,FDB17-VAC-1234","re::^FDB17-PAT,re::^FDB17-PAB,FDB17-PAG,re::^FDB17-VAC",,
x,FDB17-AUT-1384,8,St Félicien à la Lyonnaise,Activé,,piece,5.10 €,1 fromage de 180g environ,0.180,1,5.10 €,5.1 €/piece,5,0.20,3.87 €,saintfelicien.jpg,saintfelicien.jpg,saintfelicien.jpg,petitcommis_batignolles,Les Fromages des Batignolles,Vache,,Mon Fromager/Les Fromages des Batignolles/Vache;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,France Rhône-Alpes,,Non,28% de matière grasse,,,,0.180,Produit n'est plus disponible,"FDB17-VAC-1003,FDB17-VAC-1016,FDB17-VAC-1402,FDB17-VAC-1234","re::^FDB17-PAT,re::^FDB17-PAB,FDB17-PAG,re::^FDB17-VAC",,
,FDB17-VAC-1021,124,Demi Echourgnac au Noix et lait pasteurisé de vache,0,,piece,3.80 €,1 demi fromage de 150g environ,0.150,1,3.80 €,3.8 €/piece,5,0.20,2.88 €,echourgnac.jpg,echourgnac.jpg,echourgnac.jpg,petitcommis_batignolles,Les Fromages des Batignolles,Vache,,Mon Fromager/Les Fromages des Batignolles/Vache;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,France,,Non,"Le fromage tient son nom de la localité où se trouve l'Abbaye en Dordogne. Aujourd’hui, Les frères de l’Abbaye de Timadeuc en Bretagne prennent le relais des soeurs de l’Abbaye d’Echourgnac pour fournir cet extraordinaire fromage affiné à la liqueur de noix.",,,,0.150,,,,,
x,FDB17-VAC-1197,58,Demi Epoisses au lait cru de vache,Activé,,piece,5.10 €,1 demi fromage,,1,5.10 €,5.1 €/piece,5,0.20,3.87 €,FRB17_Epoisses.jpg,FRB17_Epoisses.jpg,FRB17_Epoisses.jpg,petitcommis_batignolles,Les Fromages des Batignolles,Vache,,Mon Fromager/Les Fromages des Batignolles/Vache;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,Franec Bourgogne,AOP,Non,21ù de matière grasse,,,,0.000,"basilic arrabiata bolognaise – 4,5 alfonso","FDB17-VAC-1003,FDB17-VAC-1016,FDB17-VAC-1402,FDB17-VAC-1234","re::^FDB17-PAT,re::^FDB17-PAB,FDB17-PAG,re::^FDB17-VAC",,
x,FDB17-VAC-1133,164,"Cancoillotte artisanale nature, au lait pasteurisé de vache",Activé,1,piece,4.75 €,1 pot de 240g,0.240,1,4.75 €,4.75 €/piece,5,0.20,3.60 €,FRB17_cancoillotte.jpg,FRB17_cancoillotte.jpg,FRB17_cancoillotte.jpg,petitcommis_batignolles,Les Fromages des Batignolles,Vache,,Mon Fromager/Les Fromages des Batignolles/Vache;;Mon Fromager/Les Fromages des Batignolles/Tous,,,Lehmann,https://www.facebook.com/pages/la-cancoillotte-lehmann/129870910364125,France Franche Comté,,Non,12% de matière grasse<br><br> fromage français à pâte fondue fabriqué principalement en Franche-Comté,,,,0.240,Farfalle / orichiette fusilli 500g,"FDB17-VAC-1003,FDB17-VAC-1016,FDB17-VAC-1402,FDB17-VAC-1234","re::^FDB17-PAT,re::^FDB17-PAB,FDB17-PAG,re::^FDB17-VAC",,
x,FDB17-VAC-1206,164,"Cancoillotte artisanale Ail, au lait pasteurisé de vache",Activé,,piece,4.75 €,1 pot de 240g,0.240,1,4.75 €,4.75 €/piece,5,0.20,3.60 €,FRB17_cancoillotte.jpg,FRB17_cancoillotte.jpg,FRB17_cancoillotte.jpg,petitcommis_batignolles,Les Fromages des Batignolles,Vache,,Mon Fromager/Les Fromages des Batignolles/Vache;;Mon Fromager/Les Fromages des Batignolles/Tous,,Stock Limté,Lehmann,https://www.facebook.com/pages/la-cancoillotte-lehmann/129870910364125,France Franche Comté,,Non,12% de matière grasse<br><br> fromage français à pâte fondue fabriqué principalement en Franche-Comté,,,,0.240,Farfalle / orichiette fusilli 500g,"FDB17-VAC-1003,FDB17-VAC-1016,FDB17-VAC-1402,FDB17-VAC-1234","re::^FDB17-PAT,re::^FDB17-PAB,FDB17-PAG,re::^FDB17-VAC",,
x,FDB17-VAC-1501,164,"Cancoillotte artisanale Echalotte, au lait pasteurisé de vache",Activé,,piece,4.75 €,1 pot de 240g,0.240,1,4.75 €,4.75 €/piece,5,0.20,3.60 €,FRB17_cancoillotte.jpg,FRB17_cancoillotte.jpg,FRB17_cancoillotte.jpg,petitcommis_batignolles,Les Fromages des Batignolles,Vache,,Mon Fromager/Les Fromages des Batignolles/Vache;;Mon Fromager/Les Fromages des Batignolles/Tous,,Stock Limté,Lehmann,https://www.facebook.com/pages/la-cancoillotte-lehmann/129870910364125,France Franche Comté,,Non,12% de matière grasse<br><br> fromage français à pâte fondue fabriqué principalement en Franche-Comté,"
",,,0.240,Farfalle / orichiette fusilli 500g,"FDB17-VAC-1003,FDB17-VAC-1016,FDB17-VAC-1402,FDB17-VAC-1234","re::^FDB17-PAT,re::^FDB17-PAB,FDB17-PAG,re::^FDB17-VAC",,
x,FDB17-AUT-1385,9,St Marcellin à la Lyonnaise,Activé,,piece,4.10 €,1 fromage de 80g environ,0.080,1,4.10 €,4.1 €/piece,5,0.20,3.11 €,saintmarcellin.jpg,saintmarcellin.jpg,saintmarcellin.jpg,petitcommis_batignolles,Les Fromages des Batignolles,Vache,,Mon Fromager/Les Fromages des Batignolles/Vache;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,Rhône Alpes,,Non,28% de matière grasse,Fromage au lait cru de vache,,,0.080,oui,"FDB17-VAC-1003,FDB17-VAC-1016,FDB17-VAC-1402,FDB17-VAC-1234","re::^FDB17-PAT,re::^FDB17-PAB,FDB17-PAG,re::^FDB17-VAC",,
,FDB17-VAC-1024,3,Demi Pont l’Évêque au lait cru de vache fermier,0,,piece,4.60 €,1 demi fromage de 180g environ,0.180,1,4.60 €,4.6 €/piece,5,0.20,3.49 €,pontleveque.jpg,pontleveque.jpg,pontleveque.jpg,petitcommis_batignolles,Les Fromages des Batignolles,Vache,,Mon Fromager/Les Fromages des Batignolles/Vache;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,France,AOP,Non,AOC depuis 1976.,,,,0.180,Dispo lors du relevé,,,,
x,FDB17-VAC-1182,157,Demi Camembert au Calvados,Activé,,piece,4.10 €,1 demi fromage de 125g environ,0.125,1,4.10 €,4.1 €/piece,5,0.20,3.11 €,FRB17-Camembert_Calvados.jpg,FRB17-Camembert_Calvados.jpg,FRB17-Camembert_Calvados.jpg,petitcommis_batignolles,Les Fromages des Batignolles,Vache,,Mon Fromager/Les Fromages des Batignolles/Vache;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,France Isigny Sainte Mère,,Non,22% de matière grasse,"Le cados est un camembert AOC enrichi, cette fois-ci, de Calvados (1,2 %). Sa croûte est enrobée de chapelure (2%).",,,0.125,,"FDB17-VAC-1003,FDB17-VAC-1016,FDB17-VAC-1402,FDB17-VAC-1234","re::^FDB17-PAT,re::^FDB17-PAB,FDB17-PAG,re::^FDB17-VAC",,
,FDB17-VAC-1198,134,Etivaz Suisse,0,,kg,39.90 €,,,,0.00 €,#DIV/0!,5,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Vache,,Mon Fromager/Les Fromages des Batignolles/Vache;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,Produit n'est plus disponible,,,,
x,FDB17-VAC-1187,145,Demi Langres au lait thermisé,Activé,,piece,4.10 €,1 demi fromage,,1,4.10 €,4.1 €/piece,5,0.20,3.11 €,FRB17_Langres.jpg,FRB17_Langres.jpg,FRB17_Langres.jpg,petitcommis_batignolles,Les Fromages des Batignolles,Vache,,Mon Fromager/Les Fromages des Batignolles/Vache;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,France Haute Marne,,Non,21% de matière grasse,,,,0.000,Produit n'est plus disponible,"FDB17-VAC-1003,FDB17-VAC-1016,FDB17-VAC-1402,FDB17-VAC-1234","re::^FDB17-PAT,re::^FDB17-PAB,FDB17-PAG,re::^FDB17-VAC",,
x,FDB17-AUT-1190,24,"Demi Regal de Bourgogne aux raisins, au lait pasteurisé de vache",Activé,,piece,3.80 €,1 demi fromage de 175g environ,0.175,1,3.80 €,3.8 €/piece,5,0.20,2.88 €,FRB17_Regal_Bourgogne.jpg,FRB17_Regal_Bourgogne.jpg,FRB17_Regal_Bourgogne.jpg,petitcommis_batignolles,Les Fromages des Batignolles,Vache,,Mon Fromager/Les Fromages des Batignolles/Vache;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,France Bourgogne,,Non,36% de matière grasse,,,,0.175,,"FDB17-VAC-1003,FDB17-VAC-1016,FDB17-VAC-1402,FDB17-VAC-1234","re::^FDB17-PAT,re::^FDB17-PAB,FDB17-PAG,re::^FDB17-VAC",,
,FDB17-VAC-1266,111,Maroilles au lait cru de vache,0,,kg,19.00 €,,,,0.00 €,#DIV/0!,5,0.20,0.00 €,maroilles.jpg,maroilles.jpg,maroilles.jpg,petitcommis_batignolles,Les Fromages des Batignolles,Vache,,Mon Fromager/Les Fromages des Batignolles/Vache;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,Picardie,AOP,Non,,,,,0.000,,,,,
x,FDB17-VAC-1181,250,"Demi Délice de Pommard au son de moutarde, lait pasteurisé de vache",Activé,,piece,3.80 €,1 demi fromage de 125g environ,0.125,1,3.80 €,3.8 €/piece,5,0.20,2.88 €,FRB17_delice_pommard.jpg,FRB17_delice_pommard.jpg,FRB17_delice_pommard.jpg,petitcommis_batignolles,Les Fromages des Batignolles,Vache,,Mon Fromager/Les Fromages des Batignolles/Vache;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,France Bourgogne,,Non,"32% de matière grasse<br><br>Il s’agit d’un fromage frais triple crème égoutté dans un torchon, ce qui lui donne une forme de figue. De plus, il est aromatisé. Sa richesse en crème permet de capturer les parfums des aromates qui enrobent le fromage et lui donnent ainsi beaucoup de goût et offrent une présentation originale sur un plateau de fromages.",,,,0.125,Produit n'est plus disponible,"FDB17-VAC-1003,FDB17-VAC-1016,FDB17-VAC-1402,FDB17-VAC-1234","re::^FDB17-PAT,re::^FDB17-PAB,FDB17-PAG,re::^FDB17-VAC",,
x,FDB17-VAC-1186,114,Demi Gaperon Ail et Poivre au lait pasteursié de vache,Activé,,piece,3.80 €,1 demi fromage de 150g environ,0.150,1,3.80 €,3.8 €/piece,5,0.20,2.88 €,FRB17_Gaparon.jpg,FRB17_Gaparon.jpg,FRB17_Gaparon.jpg,petitcommis_batignolles,Les Fromages des Batignolles,Vache,,Mon Fromager/Les Fromages des Batignolles/Vache;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,France Auvergne,,Non,"25% de matière grasse - C'est un petit fromage à base de lait de vache, à pâte molle à croûte fleurie, ail et poivre d'un poids moyen de 250 grammes à 400 grammes après un affinage de 3 à 4 semaines. Ce fromage dégage peu d'odeur et sa saveur est « piquante ». Aujourd'hui, il est produit toute l'année mais les vaches donnent un lait de meilleure qualité pour le gaperon en période estivale quand elles sont dans les pâturages.","
",,,0.150,Produit n'est plus disponible,"FDB17-VAC-1003,FDB17-VAC-1016,FDB17-VAC-1402,FDB17-VAC-1234","re::^FDB17-PAT,re::^FDB17-PAB,FDB17-PAG,re::^FDB17-VAC",,
x,FDB17-VAC-1183,60,Demi Chaource fermier au lait cru de vache,Activé,,piece,3.30 €,1 demi fromage de 250g environ ,0.250,1,3.30 €,3.3 €/piece,5,0.20,2.50 €,FRB17_Chaource.jpg,FRB17_Chaource.jpg,FRB17_Chaource.jpg,petitcommis_batignolles,Les Fromages des Batignolles,Vache,,Mon Fromager/Les Fromages des Batignolles/Vache;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,France Yonne,,Non,48% de matière grasse<br><br>Le chaource est un fromage à pâte molle à croûte fleurie à prédominance lactique. Il est exclusivement fabriqué avec du lait de vache entier dont la composition n’est pas modifiée. Le chaource est un fromage très ancien. Les premières traces écrites de l'existence locale d'une fabrication fromagère datent du XIVe siècle. Marguerite de Bourgogne l'appréciait beaucoup et l'exigeait à sa table. Il fut présenté à Charles IV le Bel lors de son passage à Chaource.,,,,0.250,Produit n'est plus disponible,"FDB17-VAC-1003,FDB17-VAC-1016,FDB17-VAC-1402,FDB17-VAC-1234","re::^FDB17-PAT,re::^FDB17-PAB,FDB17-PAG,re::^FDB17-VAC",,
,FDB17-VAC-1330,161,Printemps Kg,0,,piece,13.00 €,,,,0.00 €,13 €/piece,5,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Vache,,Mon Fromager/Les Fromages des Batignolles/Vache;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,,,,,
,FDB17-VAC-1336,99,Pyrénées Vache artisanal,0,,kg,19.90 €,,,,0.00 €,#DIV/0!,5,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Vache,,Mon Fromager/Les Fromages des Batignolles/Vache;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,,,,,
x,FDB17-VAC-1020,158,Demi Camembert de Normandie au lait cru de vache,Activé,,piece,2.80 €,1 demi fromage de 125g environ,0.125,1,2.80 €,2.8 €/piece,5,0.20,2.12 €,camembert.jpg,camembert.jpg,camembert.jpg,petitcommis_batignolles,Les Fromages des Batignolles,Vache,,Mon Fromager/Les Fromages des Batignolles/Vache;;Mon Fromager/Les Fromages des Batignolles/Tous,,Toute l'année,,,France Normandie,,Non,"24% de matière grasse. Le CAMEMBERT a été mis au point en 1791 par une fermière de Camembert Marie HAREL avec les conseils d'un prêtre réfractaire. En 1890, l'ingénieur RIDEL eut l'idée de l'emballer dans une boîte en bois, ce qui permis au fromage de voyager facilement et contribua ainsi à sa large diffusion. En l'absence de protection particulière, sa fabrication échappe à la Normandie et il est imité en France et à l'étranger. Depuis 1983, le Camembert de Normandie au lait cru et moulé à la louche bénéficie de l'AOC (Appellation d'Origine Contrôlée).","Contrairement à ce que l'on croit, la majorité des fromages s'accorde mieux avec un vin blanc. Il faut d'ailleurs mieux éviter de servir une grande bouteille avec le Camembert. Préférez un vin fruité comme un Gewürtraminer ou un Bordeaux pour les blancs, un vin faiblement tannique comme un Chinon ou un Saint Nicolas de Bourgueil pour les rouges voire un cidre brut de Normandie. L'accord des terroirs est de rigueur !","Le camembert se conserve bien dans le bas du réfrigérateur, à l'envers, éventuellement enveloppé dans un linge humide. Sortez-le au moins 1 heure avant d'être servi.",,0.125,Dispo lors du relevé,"FDB17-VAC-1003,FDB17-VAC-1016,FDB17-VAC-1402,FDB17-VAC-1234","re::^FDB17-PAT,re::^FDB17-PAB,FDB17-PAG,re::^FDB17-VAC",,
,FDB17-AUT-1348,140,Rigote par 3,0,,piece,2.00 €,,,,0.00 €,2 €/piece,5,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,vache,,Mon Fromager/Les Fromages des Batignolles/vache;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,,,,,
x,FDB17-VAC-1051,22,Mozzarella di Bufala Campana 100g,Activé,,piece,2.50 €,1 portion de 100g,0.100,1,2.50 €,2.5 €/piece,5,0.20,1.90 €,mozza.jpg,mozza.jpg,mozza.jpg,petitcommis_batignolles,Les Fromages des Batignolles,Vache,,Mon Fromager/Les Fromages des Batignolles/Vache;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,Latium-Campanie Italie,,Non,"Ce fromage originaire des régions du Latium et de Campanie entre Rome et Naples. Selon la légende, la première mozzarella fut faite par accident, lorsque du lait caillé tomba dans un seau d'eau chaude. On trouve les premières traces de ce fromage au XII° siècle, et son succès fut tel qu'au XVI° siècle, il fut côté aux bourses de Naples et de Capoue. Le lait avec lequel est fabriquée la véritable mozzarella provient des bufflonnes, une race de bovins originaires d'Asie, particulièrement bien adaptée aux marécages de l'Italie du Sud. ","La mozzarella se déguste crue ou cuite, en salade, dans les pizzas, les pâtes, les gratins.",,,0.100,Produit n'est plus disponible,"FDB17-VAC-1003,FDB17-VAC-1016,FDB17-VAC-1402,FDB17-VAC-1234","re::^FDB17-PAT,re::^FDB17-PAB,FDB17-PAG,re::^FDB17-VAC",,
,FDB17-VAC-1063,12,Saint Nectaire,0,,kg,19.90 €,1 portion de 200g environ,0.200,1,3.98 €,19.9 €/kg,5,0.20,3.02 €,saintnectaire.jpg,saintnectaire.jpg,saintnectaire.jpg,petitcommis_batignolles,Les Fromages des Batignolles,Vache,,Mon Fromager/Les Fromages des Batignolles/Vache;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,France,AOP,Non,Le fromage Saint-Nectaire est représentatif du terroir Auvergnat.,,,,0.200,Dispo lors du relevé,,,,
,FDB17-VAC-1380,72,Soumaintrain au lait cru de vache,0,,piece,5.40 €,,,,0.00 €,5.4 €/piece,5,0.20,0.00 €,soumaintrain.jpg,soumaintrain.jpg,soumaintrain.jpg,petitcommis_batignolles,Les Fromages des Batignolles,Vache,,Mon Fromager/Les Fromages des Batignolles/Vache;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,Bourgogne,,Non,,,,,0.000,,,,,
,FDB17-VAC-1400,119,"Tome Fraîche de l'Aubrac, au lait cru de vache",0,,kg,13.00 €,,,,0.00 €,#DIV/0!,5,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Vache,,Mon Fromager/Les Fromages des Batignolles/Vache;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,,,,,
,FDB17-VAC-1409,59,Trou du cru au lait pasteurisé de vache,0,,piece,2.40 €,,,,0.00 €,2.4 €/piece,5,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Vache,,Mon Fromager/Les Fromages des Batignolles/Vache;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,,,,,
,FDB17-VAC-1139,41,,0,,kg,25.80 €,,,,0.00 €,#DIV/0!,5,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Vache,,Mon Fromager/Les Fromages des Batignolles/Vache;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,Produit n'est plus disponible,,,,1
,FDB17-VEB-1096,201,Beaujolais Nouveau,0,,piece,7.50 €,,,,0.00 €,7.5 €/piece,10,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Vins & Boissons,,Mon Fromager/Les Fromages des Batignolles/Vins & Boissons;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,,,,,
,FDB17-VEB-1097,202,Beaujolais par 3,0,,piece,18.00 €,,,,0.00 €,18 €/piece,10,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Vins & Boissons,,Mon Fromager/Les Fromages des Batignolles/Vins & Boissons;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,,,,,
,FDB17-VEB-1098,256,Beaujolais Village,0,,piece,5.50 €,,,,0.00 €,5.5 €/piece,10,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Vins & Boissons,,Mon Fromager/Les Fromages des Batignolles/Vins & Boissons;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,,,,,
,FDB17-VEB-1245,259,Julienas,0,,piece,8.50 €,,,,0.00 €,8.5 €/piece,10,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Vins & Boissons,,Mon Fromager/Les Fromages des Batignolles/Vins & Boissons;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,,,,,
,FDB17-VEB-1417,284,Vin de Pays des Gaules,0,,piece,5.50 €,,,,0.00 €,5.5 €/piece,10,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Vins & Boissons,,Mon Fromager/Les Fromages des Batignolles/Vins & Boissons;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,Produit n'est plus disponible,,,,
,FDB17-VEB-1105,205,Bière,0,,piece,6.00 €,,,,0.00 €,6 €/piece,10,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Vins & Boissons,,Mon Fromager/Les Fromages des Batignolles/Vins & Boissons;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,,,,,
,FDB17-VEB-1135,287,Canon Fronsac,0,,piece,7.50 €,,,,0.00 €,7.5 €/piece,10,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Vins & Boissons,,Mon Fromager/Les Fromages des Batignolles/Vins & Boissons;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,oui,,,,
,FDB17-VEB-1168,211,Côte de Blaye,0,,piece,7.50 €,,,,0.00 €,7.5 €/piece,10,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Vins & Boissons,,Mon Fromager/Les Fromages des Batignolles/Vins & Boissons;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,,,,,
,FDB17-VEB-1114,226,Bourgogne Ordinaire,0,,piece,4.50 €,,,,0.00 €,4.5 €/piece,10,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Vins & Boissons,,Mon Fromager/Les Fromages des Batignolles/Vins & Boissons;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,Dispo lors du relevé,,,,
,FDB17-VEB-1329,258,Pouilly-fuissé,0,,piece,14.00 €,,,,0.00 €,14 €/piece,10,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Vins & Boissons,,Mon Fromager/Les Fromages des Batignolles/Vins & Boissons;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,,,,,
,FDB17-VEB-1169,277,Coteau du Lyonnais,0,,piece,7.80 €,,,,0.00 €,7.8 €/piece,10,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Vins & Boissons,,Mon Fromager/Les Fromages des Batignolles/Vins & Boissons;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,,,,,
x,FDB17-VAC-1023,112,Demi Neufchâtel au lait cru de vache,Activé,,piece,2.00 €,1 demi fromage de 100g environ,0.100,1,2.00 €,2 €/piece,5,0.20,1.52 €,neufchatel.jpg,neufchatel.jpg,neufchatel.jpg,petitcommis_batignolles,Les Fromages des Batignolles,Vache,,Mon Fromager/Les Fromages des Batignolles/Vache;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,France Haute Normandie,AOP,Non,"24% de matière grasse<br><br>Le Coeur de Neufchâtel est un fromage de fabrication artisanale de haute Normandie qui peut revêtir plusieurs formes, la plus répandu étant celle de coeur. La légende veut que les jeunes filles de Neufchâtel-en-Bray offraient ce fromage à leurs galantes conquêtes durant la Guerre de Cent Ans. Très proche du camembert par sa texture et son goût.  AOC depuis 1977.",,Accompagné d'un vin rouge charpenté et d'un pain frais croustillant le Coeur de Neufchatel est une pure merveille.,,0.100,Dispo lors du relevé,"FDB17-VAC-1003,FDB17-VAC-1016,FDB17-VAC-1402,FDB17-VAC-1234","re::^FDB17-PAT,re::^FDB17-PAB,FDB17-PAG,re::^FDB17-VAC",,
,FDB17-VEB-1033,246,Limonade Grande Citron x1 ,Activé,,piece,3.50 €,1 bouteille de 1 litre,1.000,1,3.50 €,3.5 €/piece,5,0.20,2.65 €,mortuaciennegdcitron.jpg,mortuaciennegdcitron.jpg,mortuaciennegdcitron.jpg,petitcommis_batignolles,Les Fromages des Batignolles,Vins & Boissons,,Mon Fromager/Les Fromages des Batignolles/Vins & Boissons;;Mon Fromager/Les Fromages des Batignolles/Tous,,,La Mortuacienne,,France,,Non,"Marcel Alcide Rième, limonadier à Morteau dans le Doubs crée la limonade « La Mortuacienne » en 1921. Fabriquée depuis plus de 80 ans dans la plus pure tradition, elle a su garder toute la saveur d’un produit de qualité. Le savoir-faire pour la limonade conduit naturellement Marcel Alcide Rième à la fabrication de Sirops. En 1921, il débute la gamme avec trois parfums : citron, grenadine et menthe.",,,,1.000,,"re::^MPB17-FSE-102,re::^MPB17-FSE-102",re::^FDB17-VEB,,
