,sku,reference_interne_magasin,name,status,on_selection,unite_prix,prix_public,short_description,poids_portion,nbre_portion,price,prix_kilo_site,tax_class_id,marge_arriere,cost,image,small_image,thumbnail,image_label,small_image_label,thumbnail_label,_product_websites,store,websites,commercant,,,,produit_de_saison,,categories,Maturité (choisir une option):drop_down:1,,saisonnalite,producteur,lien_producteur,origine,labels_produits,produit_biologique,description,suggestion_utilisation,conseil_commercant,poids_par_pers,weight,notes_com,meta_title,meta_description,us_skus,re_skus,cs_skus
,MPB17-AGR-1045,510,Citron vert x3,0,0,kg,11.95 €,"Les 3 pièces, environ 300g",0.300,1,3.59 €,11.95 €/kg,5,0.20,2.72 €,citronvert.jpg,citronvert.jpg,citronvert.jpg,Citron vert x3,Citron vert x3,Citron vert x3,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Tous les fruits,Agrumes,,Oui,Primeur/Pascal Bassard Primeur/Tous les fruits,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Tous les fruits/Agrumes;;Primeur/Pascal Bassard Primeur/Fruits et légumes de saison,,123ND,,,,,,Non,"Il a de nombreux points communs avec le citron jaune dont il est un cousin. Malgré une teneur en vitamine C un peu moins importante, il est aussi très énergisant, comporte une palette intéressante d’oligo-éléments et d’antioxydants. Comme le citron classique, il a jadis été utilisé pour prévenir le scorbut. Bien que de taille plus petite, il est particulièrement juteux, réputé pour sa saveur parfumée aux relents acides. ,En cuisine  il s’utilise comme le citron jaune, mais se prête davantage à la ,.,La lime ou citron vert est une variété de fruit produite par le limettier. Bien qu’il ne s’agisse pas de la même variété, on la confond souvent avec la limette, un citron doux qu’on trouve communément en Inde. Pour ajouter à la con fusion, la limette est également issue du limettier ! Egalement connu sous le nom de citron-pays ou lime mexicaine, ce fruit est aujourd’hui disponible toute l’année grâce notamment aux importations du Mexique.","Conservez-le une semaine maximum à température ambiante ou plusieurs semaines dans le bac à légumes de votre réfrigérateur. Coupé, il doit être utilisé rapidement car la vitamine C est détruite au contact de l’air.","Conservez-le une semaine maximum à température ambiante ou plusieurs semaines dans le bac à légumes de votre réfrigérateur. Coupé, il doit être utilisé rapidement car la vitamine C est détruite au contact de l’air.",,0.300,,Citron vert x3 - Au Pas De Courses,"Citron vert x3 - Pascal Bassard Primeur - Les 3 pièces, environ 300g - Il a de nombreux points communs avec le citron jaune dont il est un cousin. Malgré une te",,,
x,MPB17-AGR-1088,305,Clémentine,Activé,0,kg,3.95 €,Les 500g,0.500,1,1.98 €,3.95 €/kg,5,0.20,1.50 €,PBP17-Clementine.jpg,PBP17-Clementine.jpg,PBP17-Clementine.jpg,Clémentine,Clémentine,Clémentine,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Tous les fruits,Agrumes,,Oui,Primeur/Pascal Bassard Primeur/Tous les fruits,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Tous les fruits/Agrumes;;Primeur/Pascal Bassard Primeur/Fruits et légumes de saison,,123OND,,,,Espagne,,Non,"La clémentine est un hybride entre le mandarinier et l'orange douce. La clémentine n'a pas de pépins contrairement à la mandarine. C'est un fruit vert à maturité, qui ne devient orange que sous l'effet de la baisse de température hivernale.",,,,0.500,,Clémentine - Au Pas De Courses,Clémentine - Pascal Bassard Primeur - Les 500g - La clémentine est un hybride entre le mandarinier et l'orange douce. La clémentine n'a pas de pépins contrairem,,re::^MPB17-AGR,
x,MPB17-AGR-1128,306,Clémentine de Corse,0,0,kg,7.95 €,Les 500g,0.500,1,3.98 €,7.95 €/kg,5,0.20,3.01 €,PBP17-clementinecorse.jpg,PBP17-clementinecorse.jpg,PBP17-clementinecorse.jpg,Clémentine de Corse,Clémentine de Corse,Clémentine de Corse,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Tous les fruits,Agrumes,,Oui,Primeur/Pascal Bassard Primeur/Tous les fruits,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Tous les fruits/Agrumes;;Primeur/Pascal Bassard Primeur/Fruits et légumes de saison,,123OND,,Vergers de Suarone,,France Corse,Label Rouge,Non,"La clémentine est un hybride entre le mandarinier et l'orange douce. La clémentine n'a pas de pépins contrairement à la mandarine. C'est un fruit vert à maturité, qui ne devient orange que sous l'effet de la baisse de température hivernale. En pleine saison, Pascal propose les clémentines des vergers de Suarone, seul producteur de L'île de Beauté en Label Rouge.",,,,0.500,,Clémentine de Corse - Au Pas De Courses,Clémentine de Corse - Pascal Bassard Primeur - Les 500g - La clémentine est un hybride entre le mandarinier et l'orange douce. La clémentine n'a pas de pépins c,,re::^MPB17-AGR,
,MPB17-AGR-1047,166,Clemenvilla,0,0,kg,5.95 €,,,,0.00 €,#DIV/0!,5,0.20,0.00 €,,,,Clemenvilla,Clemenvilla,Clemenvilla,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Tous les fruits,Agrumes,,Non,Primeur/Pascal Bassard Primeur/Tous les fruits,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Tous les fruits/Agrumes,,12D,,,,,,Non,,,,,0.000,,Clemenvilla - Au Pas De Courses,Clemenvilla - Pascal Bassard Primeur -  - ,,,
,MPB17-AFR-1128,123,Coing,0,0,kg,5.95 €,Le kilo,1.000,1,5.95 €,5.95 €/kg,5,0.20,4.51 €,PBP17-Coing.jpg,PBP17-Coing.jpg,PBP17-Coing.jpg,Coing,Coing,Coing,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Tous les fruits,Autres fruits,,Non,Primeur/Pascal Bassard Primeur/Tous les fruits,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Tous les fruits/Autres fruits,,9O,,,,France,,Non,"La qualité de sa pectine fait du coing un fruit essentiel pour la fabrication des confitures. Le coing est toujours consommé cuit, souvent en compote, en confiture, en pâte, en gelée et dans des gâteaux.",,,,1.000,,Coing - Au Pas De Courses,Coing - Pascal Bassard Primeur - Le kilo - La qualité de sa pectine fait du coing un fruit essentiel pour la fabrication des confitures. Le coing est toujours c,,,
,MPB17-FSE-1009,,Compote de Pomme & Poire cuite au chaudron,0,0,pièce,,Le pot de 590g,0.590,1,0.00 €, €/pièce,5,0.20,0.00 €,PBP17-Compotepommepoire.jpg,PBP17-Compotepommepoire.jpg,PBP17-Compotepommepoire.jpg,Compote de Pomme & Poire cuite au chaudron,Compote de Pomme & Poire cuite au chaudron,Compote de Pomme & Poire cuite au chaudron,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Epicerie,Compotes & Confitures Alain Milliat,;;Epicier/Pascal Bassard Primeur/Compotes & Confitures Alain Milliat,Non,Primeur/Pascal Bassard Primeur/Epicerie,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Epicerie/Compotes & Confitures Alain Milliat;;Epicier/Pascal Bassard Primeur/Compotes & Confitures Alain Milliat,,,,Jean d'Aubignac,,,,Non,"Ingrédients: 50% de poires, 35% de pommes, sucre, jus de citron concentré. A conserver au frais après ouverture et consommer rapidement.",,,,0.590,,Compote de Pomme & Poire cuite au chaudron - Au Pas De Courses,"Compote de Pomme & Poire cuite au chaudron - Pascal Bassard Primeur - Le pot de 590g - Ingrédients: 50% de poires, 35% de pommes, sucre, jus de citron concentré",,,
,MPB17-FSE-1008,,Compote de Rhubarbe et Pomme cuite au chaudron,0,0,pièce,,Le pot de 590g,0.590,1,0.00 €, €/pièce,5,0.20,0.00 €,PBP17-compoterhubarbepomme.jpg,PBP17-compoterhubarbepomme.jpg,PBP17-compoterhubarbepomme.jpg,Compote de Rhubarbe et Pomme cuite au chaudron,Compote de Rhubarbe et Pomme cuite au chaudron,Compote de Rhubarbe et Pomme cuite au chaudron,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Epicerie,Compotes & Confitures Alain Milliat,;;Epicier/Pascal Bassard Primeur/Compotes & Confitures Alain Milliat,Non,Primeur/Pascal Bassard Primeur/Epicerie,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Epicerie/Compotes & Confitures Alain Milliat;;Epicier/Pascal Bassard Primeur/Compotes & Confitures Alain Milliat,,,,Jean d'Aubignac,,,,Non,"Ingrédients: 53% de rhubarbe, 32% de pommes, sucre, jus de citron concentré. A conserver au frais après ouverture et consommer rapidement.",,,,0.590,,Compote de Rhubarbe et Pomme cuite au chaudron - Au Pas De Courses,"Compote de Rhubarbe et Pomme cuite au chaudron - Pascal Bassard Primeur - Le pot de 590g - Ingrédients: 53% de rhubarbe, 32% de pommes, sucre, jus de citron con",,,
,MPB17-FSE-1020,,Confit d'oignons,0,0,pièce,,,,,0.00 €, €/pièce,5,0.20,0.00 €,PBP17-Confitoignons.jpg,PBP17-Confitoignons.jpg,PBP17-Confitoignons.jpg,Confit d'oignons,Confit d'oignons,Confit d'oignons,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Epicerie,Compotes & Confitures Alain Milliat,;;Epicier/Pascal Bassard Primeur/Compotes & Confitures Alain Milliat,Non,Primeur/Pascal Bassard Primeur/Epicerie,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Epicerie/Compotes & Confitures Alain Milliat;;Epicier/Pascal Bassard Primeur/Compotes & Confitures Alain Milliat,,,,Jean d'Aubignac,,,,Non,,,,,0.000,,Confit d'oignons - Au Pas De Courses,Confit d'oignons - Pascal Bassard Primeur -  - ,,,
,MPB17-FSE-1021,,Confit de figues,0,0,pièce,,Le pot de 150g,0.150,1,0.00 €, €/pièce,5,0.20,0.00 €,,,,Confit de figues,Confit de figues,Confit de figues,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Epicerie,Compotes & Confitures Alain Milliat,;;Epicier/Pascal Bassard Primeur/Compotes & Confitures Alain Milliat,Non,Primeur/Pascal Bassard Primeur/Epicerie,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Epicerie/Compotes & Confitures Alain Milliat;;Epicier/Pascal Bassard Primeur/Compotes & Confitures Alain Milliat,,,,Jean d'Aubignac,,,,Non,,La saveur fruitée de la figue sublime toutes vos entrées au foie gras. A déguster aussi avec des fromages de chèvre.,,,0.150,,Confit de figues - Au Pas De Courses,Confit de figues - Pascal Bassard Primeur - Le pot de 150g - ,,,
x,MPB17-AUL-1051,600,Courgette ronde,0,0,kg,5.95 €,Les 500g,0.500,1,2.98 €,5.95 €/kg,5,0.20,2.26 €,PBP17-courgetteronde.jpg,PBP17-courgetteronde.jpg,PBP17-courgetteronde.jpg,Courgette ronde,Courgette ronde,Courgette ronde,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Tous les légumes,Autres Légumes,,Non,Primeur/Pascal Bassard Primeur/Tous les légumes,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Tous les légumes/Autres Légumes,,56789,,,,France,,Non,"La courgette est cultivée depuis peu en France, mais elle a su très vite se faire adopter. Ce légume du soleil qui fleure bon la Méditerranée est présent dans les assiettes tout l’été. Facile à préparer, la courgette se consomme sous toutes ses formes. Et sa richesse en vitamines vous donne de l’énergie à la belle saison.",,,,0.500,,Courgette ronde - Au Pas De Courses,"Courgette ronde - Pascal Bassard Primeur - Les 500g - La courgette est cultivée depuis peu en France, mais elle a su très vite se faire adopter. Ce légume du so",,re::^MPB17-AUL,
,MPB17-AUL-1053,601,Courgette ronde jaune,0,0,kg,6.50 €,Les 500g,0.500,1,3.25 €,6.5 €/kg,5,0.20,2.46 €,PBP17-courgetterondejaune.jpg,PBP17-courgetterondejaune.jpg,PBP17-courgetterondejaune.jpg,Courgette ronde jaune,Courgette ronde jaune,Courgette ronde jaune,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Tous les légumes,Autres Légumes,,Non,Primeur/Pascal Bassard Primeur/Tous les légumes,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Tous les légumes/Autres Légumes,,56789,,,,,,Non,,,,,0.500,,Courgette ronde jaune - Au Pas De Courses,Courgette ronde jaune - Pascal Bassard Primeur - Les 500g - ,,,
,MPB17-AUL-1158,,Crosnes,0,0,kg,29.95 €,La portion de 100g environ,0.100,1,3.00 €,29.95 €/kg,5,0.20,2.27 €,,,,Crosnes,Crosnes,Crosnes,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Tous les légumes,Autres Légumes,,Non,Primeur/Pascal Bassard Primeur/Tous les légumes,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Tous les légumes/Autres Légumes,,,,,,France,,Non,,,,,0.100,,Crosnes - Au Pas De Courses,Crosnes - Pascal Bassard Primeur - La portion de 100g environ - ,,,
,MPB17-FSE-1054,145,Dattes fourrees,0,0,piece,4.95 €,Les 6 pièces,,,0.00 €,4.95 €/piece,5,0.20,0.00 €,,,,Dattes fourrees,Dattes fourrees,Dattes fourrees,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Fruits secs,,,Non,Primeur/Pascal Bassard Primeur/Fruits secs,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Fruits secs,,,,,,,,Non,,,,,0.000,,Dattes fourrees - Au Pas De Courses,Dattes fourrees - Pascal Bassard Primeur - Les 6 pièces - ,,,
,MPB17-FSE-1055,154,Dattes fourrees / amandes,0,0,piece,4.00 €,,,,0.00 €,4 €/piece,5,0.20,0.00 €,,,,Dattes fourrees / amandes,Dattes fourrees / amandes,Dattes fourrees / amandes,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Fruits secs,,,Non,Primeur/Pascal Bassard Primeur/Fruits secs,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Fruits secs,,,,,,,,Non,,,,,0.000,,Dattes fourrees / amandes - Au Pas De Courses,Dattes fourrees / amandes - Pascal Bassard Primeur -  - ,,,
x,MPB17-FEX-1068,,Demi-Papaye Formose,0,0,kg,7.95 €,La demi-pièce de 1kg environ,1.000,1,7.95 €,7.95 €/kg,5,0.20,6.03 €,PBP17-papayeformosa.jpg,PBP17-papayeformosa.jpg,PBP17-papayeformosa.jpg,Demi-Papaye Formose,Demi-Papaye Formose,Demi-Papaye Formose,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Tous les fruits,Fruits exotiques,,Non,Primeur/Pascal Bassard Primeur/Tous les fruits,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Tous les fruits/Fruits exotiques,,,,,,Brésil,,Non,"La papaye, originaire du sud d'Amérique Centrale et du Sud, est un fruit en forme de poire avec une peau verte. Sa chair tendre et juteuse est orangé. La Papaya Formosa est l'une des espèces avec les plus gros fruits, qui peuvent peser jusqu'à 3kg. La chair est plus ferme par rapport aux autres types de papaye.",,,,1.000,,Demi-Papaye Formose - Au Pas De Courses,"Demi-Papaye Formose - Pascal Bassard Primeur - La demi-pièce de 1kg environ - La papaye, originaire du sud d'Amérique Centrale et du Sud, est un fruit en forme ",,re::^MPB17-FEX,
,MPB17-OAE-1057,257,"Echalotte, la tresse",0,0,piece,3.95 €,La tresse,,1,3.95 €,3.95 €/piece,5,0.20,3.00 €,PBP17-tresseechalotte.jpg,PBP17-tresseechalotte.jpg,PBP17-tresseechalotte.jpg,"Echalotte, la tresse","Echalotte, la tresse","Echalotte, la tresse",apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Tous les légumes,"Oignons, Ails & Echalottes",,Non,Primeur/Pascal Bassard Primeur/Tous les légumes,"Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Tous les légumes/Oignons, Ails & Echalottes",,OND,,,,,,Non,,,,,0.000,,"Echalotte, la tresse - Au Pas De Courses","Echalotte, la tresse - Pascal Bassard Primeur - La tresse - ",,"re::^MPB17-OAE,re::^MPB17-PDT",
,MPB17-AUL-1070,108,Fêve,0,0,kg,3.95 €,Les 250g,0.25,1,0.99 €,3.95 €/kg,5,0.20,0.75 €,PBP17-feves.jpg,PBP17-feves.jpg,PBP17-feves.jpg,Fêve,Fêve,Fêve,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Tous les légumes,Autres Légumes,,Non,Primeur/Pascal Bassard Primeur/Tous les légumes,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Tous les légumes/Autres Légumes,,789,,,,,,Non,,,,,0.250,,Fêve - Au Pas De Courses,Fêve - Pascal Bassard Primeur - Les 250g - ,,,
x,MPB17-AUF-1062,55,Figue fraîche,0,0,Kg,12.95 €,Les 500g,0.500,1,6.48 €,12.95 €/Kg,5,0.20,4.91 €,CDV17-ficguefraiche.jpg,CDV17-ficguefraiche.jpg,CDV17-ficguefraiche.jpg,Figue fraîche,Figue fraîche,Figue fraîche,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Tous les fruits,Autres fruits,,Non,Primeur/Pascal Bassard Primeur/Tous les fruits,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Tous les fruits/Autres fruits,,89O,,,,France Sollies,,Non,"En forme de petite poire, plus ou moins arrondie, la figue est recouverte d’une peau assez ferme, qui cache une pulpe très moelleuse, rose-rouge, bourrée de minuscules graines issues des fleurs de l’arbre. Lest figues que votre primeur vous propose viennent principalement de Turquie, d’Italie, de Grèce et de Californie. La plus grande partie de la récolte est destinée au séchage, la consommation de figues séchées étant plus importante que celle des figues fraîches.","Elles se cuisinent rôties entières, en garniture de viandes ou de volailles, confites en cocotte ou pochées dans du vin rouge. Elles accompagnent le jambon séché. Les figues se transforment en confiture, marmelade ou chutney, garnissent des tartes et s’utilisent aussi en sorbet. Les feuilles de figuier, très parfumées, servent pour la cuisson en papillote.","Les figues fraîches ne se lavent pas car, leur peau étant très poreuse, elles se gorgeraient d’eau. Elles ne s’épluchent pas non plus, mais s’essuient avec un linge humide.",,0.500,,Figue fraîche - Au Pas De Courses,"Figue fraîche - Pascal Bassard Primeur - Les 500g - En forme de petite poire, plus ou moins arrondie, la figue est recouverte d’une peau assez ferme, qui cache ",,re::MPB17-AUF,
,MPB17-FSE-1063,155,Figuette sauvage,Activé,0,piece,2.95 €,La barquette de 250g environ,0.250,1,2.95 €,2.95 €/piece,5,0.20,2.24 €,PBP17-figuettesauvage.jpg,PBP17-figuettesauvage.jpg,PBP17-figuettesauvage.jpg,Figuette sauvage,Figuette sauvage,Figuette sauvage,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Fruits secs,,,Non,Primeur/Pascal Bassard Primeur/Fruits secs,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Fruits secs,,9OND,,,,,,Non,,,,,0.250,,Figuette sauvage - Au Pas De Courses,Figuette sauvage - Pascal Bassard Primeur - La barquette de 250g environ - ,,,
x,MPB17-AFR-1134,167,Fleurs comestibles,Activé,0,pièce,6.95 €,La barquette d'environ 10g,0.010,1,6.95 €,6.95 €/pièce,5,0.20,5.27 €,PBP17-fleurscapucine.jpg,PBP17-fleurscapucine.jpg,PBP17-fleurscapucine.jpg,Fleurs comestibles,Fleurs comestibles,Fleurs comestibles,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Epicerie,Epices,;;Epicier/Pascal Bassard Primeur/Epices,Non,Primeur/Pascal Bassard Primeur/Epicerie,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Epicerie/Epices;;Epicier/Pascal Bassard Primeur/Epices,,,Stock limité,V. Bouchard,,France,Local,,A consommer crue dans les salades qu'elles décorent,,,,0.010,,Fleurs comestibles - Au Pas De Courses,Fleurs comestibles - Pascal Bassard Primeur - La barquette d'environ 10g - A consommer crue dans les salades qu'elles décorent,,re::^MPB17-SAL,
,MPB17-FCO-1134,167,Fleurs de Begonia,0,0,pièce,5.95 €,La barquette d'environ 20g,0.020,1,5.95 €,5.95 €/pièce,5,0.20,4.51 €,PBP17-fleursbegoniae.jpg,PBP17-fleursbegoniae.jpg,PBP17-fleursbegoniae.jpg,Fleurs de Begonia,Fleurs de Begonia,Fleurs de Begonia,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Epicerie,Fleurs comestibles,;;Epicier/Pascal Bassard Primeur/Fleurs comestibles,Non,Primeur/Pascal Bassard Primeur/Epicerie,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Epicerie/Fleurs comestibles;;Epicier/Pascal Bassard Primeur/Fleurs comestibles,,,Stock limité,V. Bouchard,,France,Local,,"Croquantes et acidulés, les fleurs de Begonia feront merveilles en salade ou en accompagnement de fruits doux.",,,,0.020,,Fleurs de Begonia - Au Pas De Courses,"Fleurs de Begonia - Pascal Bassard Primeur - La barquette d'environ 20g - Croquantes et acidulés, les fleurs de Begonia feront merveilles en salade ou en accomp",,,
,MPB17-FCO-1135,167,Fleurs de Pâquerette,0,0,pièce,5.95 €,La barquette d'environ 20g,0.020,1,5.95 €,5.95 €/pièce,5,0.20,4.51 €,PBP17-fleurspaquerette.jpg,PBP17-fleurspaquerette.jpg,PBP17-fleurspaquerette.jpg,Fleurs de Pâquerette,Fleurs de Pâquerette,Fleurs de Pâquerette,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Epicerie,Fleurs comestibles,;;Epicier/Pascal Bassard Primeur/Fleurs comestibles,Non,Primeur/Pascal Bassard Primeur/Epicerie,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Epicerie/Fleurs comestibles;;Epicier/Pascal Bassard Primeur/Fleurs comestibles,,,Stock limité,V. Bouchard,,France,Local,,A consommer crue dans les salades qu'elles décorent,,,,0.020,,Fleurs de Pâquerette - Au Pas De Courses,Fleurs de Pâquerette - Pascal Bassard Primeur - La barquette d'environ 20g - A consommer crue dans les salades qu'elles décorent,,,
,MPB17-FCO-1137,167,Fleurs de Soucis,0,0,pièce,5.95 €,La barquette d'environ 20g,0.020,1,5.95 €,5.95 €/pièce,5,0.20,4.51 €,PBP17-fleurssoucis.jpg,PBP17-fleurssoucis.jpg,PBP17-fleurssoucis.jpg,Fleurs de Soucis,Fleurs de Soucis,Fleurs de Soucis,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Epicerie,Fleurs comestibles,;;Epicier/Pascal Bassard Primeur/Fleurs comestibles,Non,Primeur/Pascal Bassard Primeur/Epicerie,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Epicerie/Fleurs comestibles;;Epicier/Pascal Bassard Primeur/Fleurs comestibles,,,Stock limité,V. Bouchard,,France,Local,,Les fleurs de soucis apporteront un goût et une couleur de safran à vos salades.,Une idée recette: bouillon à la ciboulette et aux soucis!,,,0.020,,Fleurs de Soucis - Au Pas De Courses,Fleurs de Soucis - Pascal Bassard Primeur - La barquette d'environ 20g - Les fleurs de soucis apporteront un goût et une couleur de safran à vos salades.,,,
,MPB17-FCO-1136,167,Fleurs de Viola,0,0,pièce,5.95 €,La barquette d'environ 20g,0.020,1,5.95 €,5.95 €/pièce,5,0.20,4.51 €,PBP17-fleursviola.jpg,PBP17-fleursviola.jpg,PBP17-fleursviola.jpg,Fleurs de Viola,Fleurs de Viola,Fleurs de Viola,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Epicerie,Fleurs comestibles,;;Epicier/Pascal Bassard Primeur/Fleurs comestibles,Non,Primeur/Pascal Bassard Primeur/Epicerie,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Epicerie/Fleurs comestibles;;Epicier/Pascal Bassard Primeur/Fleurs comestibles,,,Stock limité,V. Bouchard,,France,Local,,"En garniture de patisseries ou en mélange de salade, les fleurs de viola feront le bonheur des gourmands cet été!
",,,,0.020,,Fleurs de Viola - Au Pas De Courses,"Fleurs de Viola - Pascal Bassard Primeur - La barquette d'environ 20g - En garniture de patisseries ou en mélange de salade, les fleurs de viola feront le bonhe",,,
,MPB17-FRO-1031,236,Fraise ananas,0,0,barquette,6.95 €,La barquette de 125g,0.125,1,6.95 €,6.95 €/barquette,5,0.20,5.27 €,CDV17-fraiseananas.jpg,CDV17-fraiseananas.jpg,CDV17-fraiseananas.jpg,Fraise ananas,Fraise ananas,Fraise ananas,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Tous les fruits,Fruits rouges,,Non,Primeur/Pascal Bassard Primeur/Tous les fruits,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Tous les fruits/Fruits rouges,,456789OND,Stock limité,,,,,Non,,,,,0.125,,Fraise ananas - Au Pas De Courses,Fraise ananas - Pascal Bassard Primeur - La barquette de 125g - ,,,
x,MPB17-FRO-1080,88,Fraise Elsanta,0,0,piece,4.95 €,"La barquette de 500g
",0.500,1,4.95 €,4.95 €/piece,5,0.20,3.75 €,fraise.jpg,fraise.jpg,fraise.jpg,Fraise Elsanta,Fraise Elsanta,Fraise Elsanta,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Tous les fruits,Fruits rouges,,Non,Primeur/Pascal Bassard Primeur/Tous les fruits,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Tous les fruits/Fruits rouges,,5678,,,,Belgique,,Non,,,,,0.500,,Fraise Elsanta - Au Pas De Courses,"Fraise Elsanta - Pascal Bassard Primeur - La barquette de 500g
 - ",MPB17-FRO-1064,re::^MPB17-FRO,
,MPB17-FRO-1073,229,Fraise Mara des Bois,0,0,pièce,3.95 €,La barquette de 250g,0.250,1,3.95 €,3.95 €/pièce,5,0.20,3.00 €,fraise.jpg,fraise.jpg,fraise.jpg,Fraise Mara des Bois,Fraise Mara des Bois,Fraise Mara des Bois,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Tous les fruits,"Fruits Rouges
",,Non,Primeur/Pascal Bassard Primeur/Tous les fruits,"Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Tous les fruits/Fruits Rouges
",,5678,,,,France,,Non,,,,,0.250,,Fraise Mara des Bois - Au Pas De Courses,Fraise Mara des Bois - Pascal Bassard Primeur - La barquette de 250g - ,"MPB17-FRO-1070,MPB17-FRO-1071,MPB17-FRO-1064",re::^MPB17-FRO,
